id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.02536,0.00000,0.09942,0.00000,0.01102,0.00000,0.00000,0.01710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00540,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18638,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00689,0.04206,0.00000,0.00000,0.00000,0.00000,0.16453,0.10990,0.00000,0.00001,0.00000,0.00000,0.00000,0.03185,0.00000,0.00000,0.00000,0.04753,0.00000,0.00843,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00143,0.00000,0.01151,0.00000,0.00000,0.00000,0.07871,0.00000,0.00362,0.00000,0.01643,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11791,0.00001,0.00000,0.00000,0.00000,0.01308,0.00000,0.00000
7,0.00004,0.00000,0.00001,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.02034,0.00000,0.00000,0.00071,0.00000,0.00022,0.00927,0.00001,0.00003,0.00000,0.00000,0.00023,0.00000,0.00000,0.00000,0.00037,0.00708,0.00874,0.00001,0.00207,0.00035,0.00000,0.00000,0.00000,0.00021,0.00406,0.00005,0.00004,0.00001,0.00000,0.00070,0.00001,0.00000,0.00000,0.00313,0.00118,0.00052,0.13497,0.00000,0.00000,0.28753,0.01871,0.08793,0.00264,0.00343,0.00000,0.00000,0.00387,0.00000,0.00000,0.00000,0.00000,0.03223,0.00000,0.00244,0.13370,0.05834,0.01735,0.00000,0.00001,0.00000,0.00073,0.00000,0.00034,0.00055,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00376,0.00613,0.07628,0.05307,0.00070,0.00000,0.01110,0.00000,0.00000,0.00000,0.00000,0.00011,0.00000,0.00027,0.00437
9,0.00000,0.97108,0.00000,0.00137,0.00379,0.00000,0.00346,0.00002,0.00000,0.00686,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00316,0.00000,0.00000,0.00000,0.00000,0.00000,0.00025,0.00000,0.00000,0.00000,0.00922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00014,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00043,0.00000,0.00003,0.00000,0.00001,0.00000,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00382,0.00000,0.00000,0.00039,0.00000,0.10270,0.08611,0.00001,0.00000,0.00832,0.00001,0.03331,0.00000,0.00000,0.00000,0.00002,0.02145,0.00853,0.00001,0.00000,0.00054,0.00000,0.00000,0.00000,0.05245,0.02900,0.00007,0.02473,0.00000,0.00000,0.02754,0.00000,0.00000,0.00000,0.10683,0.01340,0.00348,0.00670,0.00000,0.00000,0.00334,0.02987,0.01657,0.00014,0.04656,0.00000,0.00000,0.00060,0.00000,0.00000,0.00000,0.00000,0.00014,0.00000,0.09687,0.01548,0.01985,0.00404,0.00000,0.00002,0.00000,0.01872,0.00000,0.00000,0.05751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09298,0.00000,0.01416,0.01970,0.00663,0.00000,0.00020,0.00000,0.00000,0.00000,0.00000,0.02519,0.00000,0.00024,0.00173
13,0.00000,0.00005,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.02158,0.00000,0.12452,0.00000,0.29407,0.00000,0.00000,0.00069,0.00000,0.00000,0.00110,0.00000,0.00012,0.00377,0.00000,0.00687,0.00508,0.00000,0.00000,0.00000,0.00000,0.00140,0.00000,0.00001,0.00687,0.00000,0.00045,0.00000,0.00000,0.00002,0.00000,0.00008,0.00000,0.00000,0.00000,0.28715,0.01492,0.00000,0.00005,0.00000,0.00000,0.04857,0.06102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000,0.00027,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00005,0.00000,0.00000,0.00000,0.09583,0.00000,0.00002,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02353,0.00062,0.00014,0.00076,0.00000,0.00006,0.00000,0.00000
16,0.00000,0.02635,0.00002,0.84355,0.00000,0.00000,0.00736,0.03411,0.00739,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00012,0.00000,0.00000,0.00000,0.00167,0.00000,0.00000,0.00000,0.00000,0.00708,0.00000,0.00000,0.00000,0.00000,0.00000,0.00022,0.00000,0.00000,0.00000,0.03156,0.00000,0.00000,0.00000,0.00000,0.00013,0.00000,0.00000,0.00000,0.00000,0.00206,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03823,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000
19,0.00000,0.02809,0.00007,0.83996,0.00000,0.00000,0.00077,0.01987,0.00395,0.00004,0.00000,0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,0.00009,0.00000,0.00000,0.00000,0.00070,0.00000,0.00000,0.00000,0.00001,0.07751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00000,0.00000,0.01329,0.00000,0.00000,0.00000,0.00000,0.00012,0.00000,0.00000,0.00000,0.00101,0.00393,0.00000,0.00000,0.00000,0.00000,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00028,0.00000,0.00000,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00925,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
23,0.00001,0.00060,0.00153,0.00052,0.00012,0.00161,0.01997,0.00038,0.00000,0.00494,0.00000,0.00000,0.00000,0.00011,0.00000,0.00691,0.00001,0.00022,0.00003,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00010,0.00000,0.36527,0.00002,0.00001,0.00000,0.01697,0.00000,0.00000,0.00511,0.00021,0.00000,0.00004,0.00000,0.00000,0.00006,0.00200,0.00000,0.00001,0.00000,0.00000,0.00002,0.00000,0.00008,0.00185,0.00000,0.00000,0.01585,0.00641,0.01000,0.17070,0.00001,0.00000,0.00711,0.00000,0.00335,0.00000,0.00295,0.00000,0.00170,0.00041,0.00000,0.00158,0.05451,0.18477,0.00003,0.00010,0.00000,0.00000,0.00005,0.02467,0.00002,0.00181,0.00000,0.00037,0.00000,0.03019,0.00000,0.00000,0.03289,0.00860,0.01058,0.00008,0.00093,0.00074,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00082
24,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00081,0.00000,0.00000,0.00003,0.00000,0.03144,0.02491,0.00000,0.00000,0.00008,0.00000,0.00120,0.00000,0.00000,0.00001,0.00053,0.07968,0.00233,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.01611,0.00573,0.00000,0.00027,0.00000,0.00000,0.00043,0.00000,0.00000,0.00000,0.03146,0.00037,0.03827,0.00110,0.00000,0.00000,0.00258,0.03816,0.03826,0.00039,0.09511,0.00000,0.00000,0.00014,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.09201,0.01587,0.02542,0.00210,0.00000,0.00153,0.00001,0.00028,0.00000,0.00000,0.07473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25618,0.00000,0.02907,0.01682,0.06153,0.00001,0.01449,0.00000,0.00000,0.00000,0.00000,0.00010,0.00000,0.00001,0.00044
28,0.00000,0.00010,0.00002,0.03307,0.00000,0.00000,0.00022,0.05409,0.85923,0.00001,0.00116,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00603,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00048,0.00003,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00002,0.01064,0.00000,0.00000,0.00000,0.00000,0.00032,0.00000,0.00000,0.00002,0.00000,0.02838,0.00000,0.00000,0.00000,0.00000,0.00002,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00006,0.00000,0.00000,0.00000,0.00009,0.00000,0.00133,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00015,0.00000,0.00000,0.00000,0.00001,0.00000,0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005,0.00411,0.00010,0.00001,0.00000,0.00002,0.00000,0.00000
