id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.00000,0.00000,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00003,0.00001,0.02104,0.00000,0.04608,0.00000,0.00447,0.00000,0.00000,0.03527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.08328,0.00000,0.00000,0.00000,0.00004,0.00000,0.00001,0.06367,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00003,0.00389,0.03347,0.00000,0.00012,0.00000,0.00001,0.01016,0.04570,0.00000,0.00719,0.00000,0.00000,0.00000,0.02967,0.00000,0.00000,0.00000,0.05772,0.00000,0.01153,0.00000,0.01058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02133,0.00002,0.02617,0.00000,0.00000,0.00000,0.00051,0.00000,0.10123,0.00000,0.14635,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08597,0.00001,0.00000,0.00000,0.00001,0.15032,0.00000,0.00000
7,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00014,0.00001,0.00009,0.12544,0.00000,0.00000,0.14809,0.25586,0.19851,0.00017,0.00000,0.00000,0.00000,0.00098,0.00000,0.00000,0.00000,0.00000,0.00739,0.00000,0.00000,0.06382,0.01613,0.00032,0.00000,0.00001,0.00000,0.00025,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.12160,0.05768,0.00003,0.00000,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9,0.00000,0.98075,0.00000,0.00037,0.00000,0.00000,0.00027,0.00001,0.00000,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00550,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00020,0.00015,0.00000,0.01121,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00117,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00015,0.00000,0.00000,0.00000,0.00000,0.00252,0.46309,0.00000,0.00000,0.00002,0.00000,0.00134,0.00000,0.00000,0.00000,0.00001,0.00010,0.00001,0.00020,0.00001,0.00724,0.00000,0.00000,0.00000,0.00010,0.00012,0.00002,0.00029,0.00000,0.00000,0.00063,0.00000,0.00000,0.00000,0.03596,0.02703,0.00027,0.04133,0.00000,0.00000,0.00895,0.04831,0.04444,0.00004,0.00018,0.00000,0.00000,0.00048,0.00000,0.00000,0.00000,0.00000,0.00187,0.00000,0.00515,0.03518,0.07684,0.00457,0.00000,0.00010,0.00000,0.01814,0.00000,0.00000,0.00742,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01351,0.00000,0.11452,0.03834,0.00071,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00053,0.00000,0.00001,0.00016
13,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01486,0.00010,0.22170,0.00000,0.19022,0.00000,0.00000,0.00058,0.00000,0.00003,0.00349,0.00001,0.01441,0.01606,0.00094,0.00501,0.00005,0.00002,0.00000,0.00000,0.00000,0.01646,0.00000,0.00157,0.04415,0.00000,0.00006,0.00009,0.00000,0.00349,0.00184,0.00019,0.00000,0.00017,0.00001,0.04429,0.00296,0.00002,0.00369,0.00000,0.00004,0.11782,0.09106,0.00000,0.00072,0.00000,0.00000,0.00000,0.00002,0.00000,0.00013,0.00000,0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00189,0.00000,0.00000,0.00000,0.00000,0.10612,0.00000,0.00004,0.00000,0.00008,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09334,0.00022,0.00021,0.00070,0.00048,0.00004,0.00011,0.00000
16,0.00000,0.00022,0.00000,0.99945,0.00000,0.00000,0.00022,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
19,0.00000,0.00190,0.00082,0.30418,0.00000,0.00000,0.00031,0.00107,0.04251,0.00000,0.00267,0.00019,0.00182,0.00001,0.00042,0.00000,0.00000,0.04970,0.00000,0.00001,0.00000,0.00171,0.00000,0.00000,0.00000,0.00001,0.01506,0.00001,0.00000,0.00000,0.00000,0.00061,0.00601,0.00024,0.00008,0.00000,0.00899,0.00000,0.00000,0.00000,0.00000,0.00455,0.00000,0.00000,0.00000,0.11738,0.35194,0.00000,0.00010,0.00000,0.00096,0.00010,0.00113,0.00011,0.00001,0.00002,0.00000,0.00000,0.00001,0.00000,0.00066,0.00000,0.00005,0.00000,0.00001,0.00477,0.00000,0.00000,0.00004,0.00000,0.00001,0.00000,0.00000,0.00000,0.00014,0.00005,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00008,0.00000,0.00002,0.00000,0.00004,0.00000,0.00000,0.00000,0.00056,0.07878,0.00001,0.00000,0.00000,0.00004,0.00000,0.00007
23,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99978,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
24,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.02358,0.08658,0.00001,0.00000,0.00327,0.00000,0.01424,0.00000,0.00000,0.00000,0.00000,0.03356,0.00168,0.00009,0.00000,0.00025,0.00000,0.00000,0.00000,0.06716,0.00019,0.00006,0.00566,0.00000,0.00000,0.00129,0.00000,0.00000,0.00000,0.09153,0.00063,0.01803,0.00084,0.00000,0.00000,0.00043,0.00899,0.01788,0.00000,0.06264,0.00000,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.16416,0.00311,0.00109,0.00001,0.00000,0.00050,0.00000,0.00620,0.00000,0.00000,0.08495,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23605,0.00000,0.00508,0.00900,0.05038,0.00000,0.00040,0.00000,0.00000,0.00000,0.00000,0.00010,0.00000,0.00007,0.00000
28,0.00000,0.00000,0.00087,0.01787,0.00000,0.00000,0.00036,0.01370,0.88306,0.00000,0.00015,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00115,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
